"Title","Author","Price","Sales Rank","Genre/Theme","Published Month","Published Year","Mean_Polarity","Mean_Subjectivity"
"Cars & Trucks & Things That Go","Richard Scarry",16.99,359,"Juvenile Fiction","Feb",2004,0,0
"Guinness World Records 2021","Guinness World Records",28.95,361,"Reference","Oct",2020,0,0
"Harry Potter and the Sorcerer's Stone","J K Rowling",10.99,362,"Juvenile Fiction","Oct",1999,0.141501924001924,0.215504649671316
"Dog Man","Dav Pilkey",9.99,363,"Juvenile Fiction","Aug",2018,0.188035714285714,0.728928571428571
"Women, Race & Class","Angela Y Davis",16.95,364,"Social Science","Feb",1983,0.15,0.2
"Dog Man and Cat Kid","Dav Pilkey",9.99,366,"Juvenile Fiction","Dec",2017,0.189166666666667,0.731666666666667
"Be Antiracist","Ibram X Kendi",15.99,367,"Social Science","Oct",2020,0,0
"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr",8.99,369,"Juvenile Fiction","Sep",1996,0.345634920634921,0.446825396825397
"The Seven Husbands of Evelyn Hugo","Taylor Jenkins Reid",17,370,"Fiction","May",2018,0.234803391053391,0.512655334861217
"Disability Visibility","Alice Wong",16.95,373,"Social Science","Jun",2020,0.0684315443011095,0.33952580028667
"Dog Man","Dav Pilkey",12.99,374,"Juvenile Fiction","Aug",2019,0.188035714285714,0.728928571428571
"Beloved","Toni Morrison",16,375,"Fiction","Jun",2004,0.301925999627613,0.59458350788996
"Earthlings","Sayaka Murata",26,376,"Fiction","Oct",2020,0.122094647279376,0.58700195688958
"STET! Dreyer's English","Benjamin Dreyer",19.99,377,"Language Arts & Disciplines","Jul",2020,0,0
"Come as You Are","Emily Nagoski",18.99,378,"Social Science","Mar",2015,0.101555944055944,0.224121989121989
"Red at the Bone","Jacqueline Woodson",16,379,"Fiction","Sep",2020,0.0680681818181818,0.378424736495389
"Sofia Valdez, Future Prez","Andrea Beaty",18.99,382,"Juvenile Fiction","Nov",2019,0.255555555555556,0.333333333333333
"Conversations with Friends","Sally Rooney",17,383,"Fiction","Aug",2018,0.139321876399463,0.280287207045828
"How to Slowly Kill Yourself and Others in America","Kiese Laymon",16,384,"Social Science","Nov",2020,0.0632840909090909,0.497613636363636
"The Obelisk Gate","N K Jemisin",17.99,386,"Fiction","Aug",2016,0.194989539230611,0.37353052701267
"Becoming Muhammad Ali","James Patterson",16.99,389,"Juvenile Fiction","Oct",2020,0.184420289855072,0.273309178743961
"Press Here (Baby Board Book, Learning to Read Book, Toddler Board Book, Interactive Book for Kids)","Herve Tullet",8.99,390,"Juvenile Fiction","Feb",2019,0,0
"East","Meera Sodha",35,392,"Cooking","Oct",2020,0.281080808080808,0.423091119528619
"Real Life","Brandon Taylor",26,393,"Fiction","Feb",2020,0.237741476565374,0.503272911765716
"Decisions and Dissents of Justice Ruth Bader Ginsburg","Corey Brettschneider",15,397,"Political Science","Sep",2020,0.232202380952381,0.409424603174603
"The Rise","Marcus Samuelsson",38,398,"Cooking","Oct",2020,0.0256813435102909,0.246610726627174
"Nothing Fancy","Alison Roman",32.5,399,"Cooking","Oct",2019,0.189824404761905,0.440108560090703
"Garner's Quotations","Dwight Garner",26,401,"Literary Collections","Nov",2020,0.175,0.366666666666667
"In Bibi's Kitchen","Hawa Hassan",35,402,"Travel","Oct",2020,0.167969696969697,0.332121212121212
"Dream Big, Little One","Vashti Harrison",8.99,403,"Juvenile Nonfiction","Oct",2018,0.208333333333333,0.5
"An American Sunrise","Joy Harjo",15.95,407,"Poetry","Aug",2020,0.127462814962815,0.346955821955822
"Death in Her Hands","Ottessa Moshfegh",27,408,"Fiction","Jun",2020,0.108276203853127,0.444452595125672
"The Highlights Book of Things to Do","Highlights",24.99,409,"Juvenile Nonfiction","Sep",2020,0.248809523809524,0.438244047619048
"Parable of the Talents","Octavia E Butler",16.99,411,"Fiction","Aug",2019,0.157925918167854,0.34092689568496
"Breasts and Eggs","Mieko Kawakami",27,415,"Fiction","Apr",2020,0.111567861151194,0.366830941692053
"Guts","Raina Telgemeier",12.99,416,"Juvenile Nonfiction","Sep",2019,0.212337662337662,0.386363636363636
"This Is How You Lose the Time War","Amal El-Mohtar",14.99,417,"Fiction","Mar",2020,0.22052398989899,0.417024410774411
"Educated","Tara Westover",28,418,"Biography & Autobiography","Feb",2018,0.268674643257977,0.51457391374058
"The Glass Hotel","Emily St John Mandel",26.95,419,"Fiction","Mar",2020,0.214550682662696,0.563014154976817
"Missionaries","Phil Klay",28,420,"Fiction","Oct",2020,0.094855605636203,0.49235383302687
"The Soul of America","Jon Meacham",20,421,"Political Science","Apr",2019,0.153870980210266,0.391850262832406
"We're Different, We're the Same (Sesame Street)","Bobbi Kates",4.99,422,"Juvenile Fiction","Oct",1992,0,0
"Obama","Pete Souza",50,423,"History","Nov",2017,0.10348376789621,0.193430154075315
"Harry Potter And The Prisoner Of Azkaban","J K Rowling",10.99,425,"Juvenile Fiction","Oct",2001,0,0
"Flour Water Salt Yeast","Ken Forkish",35,427,"Cooking","Sep",2012,0.174841341418722,0.375155351702971
"Three Women","Lisa Taddeo",17,428,"Social Science","Jul",2020,0.145105480621163,0.433927503908044
"Waiting Is Not Easy! (An Elephant and Piggie Book)","Mo Willems",9.99,432,"Juvenile Fiction","Nov",2014,0.2025,0.2725
"In the Woods","Tana French",17,433,"Fiction","May",2008,0.130977255548684,0.449946608946609
"This Book Is Anti-Racist","Tiffany Jewell",14.99,435,"Young Adult Nonfiction","Jan",2020,0.100121881888713,0.39523661728711
"The Mysterious Benedict Society","Trenton Lee Stewart",9.99,436,"Juvenile Fiction","Apr",2008,0.0683160173160173,0.167093073593074
"Jabari Jumps","Gaia Cornwall",7.99,437,"Juvenile Fiction","Apr",2020,0.158545655417815,0.379827298963663
"The Hidden Life of Trees","Peter Wohlleben",24.95,438,"Science","Sep",2016,0.294168686868687,0.544814141414141
"The Best American Essays 2020","Andre Aciman",16.99,440,"Literary Collections","Nov",2020,0,0
"Dog Man","Dav Pilkey",9.99,441,"Juvenile Fiction","Aug",2017,0.188035714285714,0.728928571428571
"Beowulf","Maria Dahvana Headley",15,443,"Fiction","Aug",2020,0.140663364413364,0.405916689130975
"Little Leaders","Vashti Harrison",16.99,444,"Juvenile Nonfiction","Dec",2017,0.208333333333333,0.5
"Freedom Is a Constant Struggle","Angela Y Davis",15.95,445,"Political Science","Feb",2016,0,0
"Six of Crows","Leigh Bardugo",11.99,446,"Young Adult Fiction","Feb",2018,0.222688926300037,0.557573953823954
"Norse Mythology","Neil Gaiman",15.95,448,"Fiction","Mar",2018,0.251697860962567,0.497015745692216
"Don't Let the Pigeon Drive the Bus!","Mo Willems",16.99,449,"Juvenile Fiction","Apr",2003,0,0
"The Vanderbeekers of 141st Street","Karina Yan Glaser",7.99,451,"Juvenile Fiction","Sep",2018,0.205753663003663,0.455033882783883
"The Last Kids on Earth","Max Brallier",13.99,453,"Juvenile Fiction","Oct",2015,0,0
"Olive Kitteridge","Elizabeth Strout",17,454,"Fiction","Sep",2008,0.113238636363636,0.492878787878788
"Here We Are","Oliver Jeffers",19.99,457,"Juvenile Fiction","Nov",2017,0.220175694285765,0.537579428713796
"Disappearing Earth","Julia Phillips",16.95,459,"Fiction","Apr",2020,0.184605850498708,0.583955006633578
"Dear Martin","Nic Stone",9.99,460,"Young Adult Fiction","Sep",2018,0.0143178975496049,0.228422593666496
"Ottolenghi Simple","Yotam Ottolenghi",35,461,"Cooking","Oct",2018,0.251854066985646,0.35622309890402
"Fahrenheit 451","Ray Bradbury",17,462,"Fiction","Jan",2012,0.147454680735931,0.356535443722944
"The Artist's Way","Julia Cameron",17,463,"Self-Help","Oct",2016,0.112962962962963,0.340740740740741
"Long Way Down","Jason Reynolds",19.99,467,"Young Adult Fiction","Oct",2020,-0.0266203703703704,0.2625
"Beach Read","Emily Henry",16,469,"Fiction","May",2020,0.180829113126732,0.47085865457294
"Measuring Up","Lily LaMotte",12.99,470,"Juvenile Fiction","Oct",2020,0.224297335660972,0.465109469654924
"If Beale Street Could Talk","James Baldwin",14.95,471,"Fiction","Oct",2006,0.114937417654809,0.463801054018445
"Ghosts","Raina Telgemeier",10.99,472,"Juvenile Fiction","Sep",2016,0.135948542198542,0.589274614274614
"Clap When You Land","Elizabeth Acevedo",18.99,473,"Young Adult Fiction","May",2020,0.020363727181909,0.386607584334857
"The Proudest Blue","Ibtihaj Muhammad",17.99,474,"Juvenile Fiction","Sep",2019,0.219336219336219,0.444678932178932
"The Neil Gaiman Reader","Neil Gaiman",40,475,"Fiction","Oct",2020,0.123333333333333,0.448333333333333
"New World Sourdough","Bryan Ford",27.99,476,"Cooking","Jun",2020,0.6,0.2
"Instant Karma","Marissa Meyer",18.99,478,"Young Adult Fiction","Nov",2020,0.161212121212121,0.331818181818182
"Hollowpox","Jessica Townsend",17.99,480,"Juvenile Fiction","Oct",2020,0.226711735582425,0.420938908792357
"Snacking Cakes","Yossy Arefi",24,481,"Cooking","Oct",2020,0.30784431617765,0.605434904601571
"One by One","Ruth Ware",27.99,482,"Fiction","Sep",2020,0,0
"Jabari Tries","Gaia Cornwall",16.99,486,"Juvenile Fiction","Sep",2020,0.279543771043771,0.473852693602694
"All That the Rain Promises, and More...","David Arora",17.99,487,"Nature","Feb",1991,0.183939393939394,0.297575757575758
"Freshwater","Akwaeke Emezi",16,489,"Fiction","Dec",2018,0.213982673714831,0.536122037573875
"The Princess in Black and the Perfect Princess Party","Shannon Hale",6.99,491,"Juvenile Fiction","Apr",2016,0.355996326905418,0.554646464646465
"The Good Lord Bird","James McBride",16,492,"Fiction","Aug",2014,0.301799242424242,0.590719696969697
"Fangs","Sarah Andersen",14.99,493,"Comics & Graphic Novels","Sep",2020,0,0
"Think Big, Little One","Vashti Harrison",8.99,494,"Juvenile Nonfiction","Oct",2019,0,0
"All the World","Liz Garton Scanlon",7.99,495,"Juvenile Fiction","Aug",2015,0,0
"Tristan Strong Destroys the World (A Tristan Strong Novel, Book 2)","Kwame Mbalia",17.99,497,"Juvenile Fiction","Oct",2020,0.169810201372701,0.280693756475006
"The Hole","Hiroko Oyamada",12.95,499,"Fiction","Oct",2020,0.0808919886697664,0.476688907800019
"The Day the Crayons Quit","Drew Daywalt",17.99,500,"Juvenile Fiction","Jun",2013,0.255385375494071,0.314328063241107
"Gideon the Ninth","Tamsyn Muir",17.99,503,"Fiction","Jul",2020,-0.00101430976430977,0.518984487734488
"These Truths","Jill Lepore",19.95,504,"History","Oct",2019,0.129239017155684,0.482497361177917
"The Handmaid's Tale","Margaret Atwood",15.95,507,"Fiction","Mar",1998,0.409166666666667,0.5325
"The Secret Life of Groceries","Benjamin Lorr",27,510,"Business & Economics","Sep",2020,0.0228894386037243,0.541941524084381
"The Last Kids on Earth and the Skeleton Road","Max Brallier",13.99,511,"Juvenile Fiction","Sep",2020,0,0
"Maybe You Should Talk to Someone","Lori Gottlieb",28,512,"Self-Help","Apr",2019,0.188015728590966,0.414481032437266
"Hatchet","Gary Paulsen",8.99,513,"Juvenile Fiction","Jan",2007,0.25,0.5
"Act","Kayla Miller",12.99,514,"Juvenile Fiction","Jul",2020,0,0
"Juliet Takes a Breath","Gabby Rivera",17.99,515,"Young Adult Fiction","Sep",2019,0.156615745365745,0.516982073482073
"Narwhal","Ben Clanton",7.99,517,"Juvenile Fiction","Oct",2016,0.205392156862745,0.298039215686275
"Dragons in a Bag","Zetta Elliott",6.99,520,"Juvenile Fiction","Aug",2019,0.151515151515152,0.305555555555556
"Harry Potter and the Chamber of Secrets","J K Rowling",10.99,521,"Juvenile Fiction","Sep",2000,0,0
"Where the Wild Ladies Are","Aoko Matsuda",16.95,523,"Fiction","Oct",2020,0.161460751598619,0.419669097752737
"Red Comet","Heather Clark",40,525,"Literary Criticism","Oct",2020,0.214323849564863,0.539175066944675
"Men to Avoid in Art and Life","Nicole Tersigni",14.95,528,"Humor","Aug",2020,0.225100455100455,0.553679376179376
"The Sun and Her Flowers","Rupi Kaur",16.99,530,"Poetry","Oct",2017,0,0
"A Is for Awesome!","Eva Chen",9.99,531,"Juvenile Nonfiction","Feb",2019,0.370454545454545,0.477813852813853
"I Survived the California Wildfires, 2018 (I Survived #20)","Lauren Tarshis",5.99,533,"Juvenile Fiction","Sep",2020,0.203186274509804,0.598844537815126
"Good Talk","Mira Jacob",20,534,"Humor","Mar",2020,0.182031032940124,0.487833244196881
"The Land of Stories","Chris Colfer",9.99,535,"Juvenile Fiction","Jul",2013,0.192233626588465,0.355988688730624
"Kristy's Great Idea (The Baby-Sitters Club Graphic Novel #1)","Ann M Martin",10.99,537,"Juvenile Fiction","Apr",2015,0.2,0.642708333333333
"The Stonekeeper (Amulet #1)","Kazu Kibuishi",12.99,538,"Juvenile Fiction","Jan",2008,0.2325,0.405
"Heavy","Kiese Laymon",16,539,"Social Science","Mar",2019,0.0893720667659372,0.401940736315447
"Dreyer's English","Benjamin Dreyer",18,541,"Humor","Aug",2020,0.171966289882957,0.405448532948533
"News of the World","Paulette Jiles",15.99,542,"Fiction","Jun",2017,0,0
"The Lorax","Dr Seuss",16.99,543,"Juvenile Fiction","Aug",1971,0.5,1
"Punching the Air","Ibi Zoboi",19.99,544,"Young Adult Fiction","Sep",2020,0.181978321028244,0.509292854977839
"American Utopia","David Byrne",24,546,"Comics & Graphic Novels","Oct",2020,0.113657407407407,0.412345679012346
"Bird by Bird","Anne Lamott",16,547,"Reference","Sep",1995,0.246744652406417,0.444264387573211
"A Whale of the Wild","Rosanne Parry",17.99,548,"Juvenile Fiction","Sep",2020,0.209910922410922,0.383420745920746
"Scythe","Neal Shusterman",12.99,550,"Young Adult Fiction","Nov",2017,0.107705026455026,0.414417989417989
"Frog and Toad Together","Arnold Lobel",4.99,551,"Juvenile Fiction","Oct",1979,0,0
"Lightfall","Tim Probert",12.99,554,"Juvenile Fiction","Sep",2020,0.389603174603175,0.662121212121212
"Black Leopard, Red Wolf","Marlon James",18,555,"Fiction","Feb",2020,0.123218443737975,0.396859671867484
"Ready Player One","Ernest Cline",17,556,"Fiction","Jun",2012,0.257730724267378,0.514582831537719
"Lot","Bryan Washington",16,557,"Fiction","Mar",2020,0.193391212517087,0.481241103334635
"Ten Lessons for a Post-Pandemic World","Fareed Zakaria",26.95,561,"Political Science","Oct",2020,0.161688311688312,0.388582251082251
"Dining In","Alison Roman",32.5,564,"Cooking","Oct",2017,0.293781235938494,0.535679435345334
"Percy Jackson and the Olympians, Book Three The Titan's Curse","Rick Riordan",7.99,566,"Juvenile Fiction","Apr",2008,0,0
"Magic Treehouse # 2","Mary Pope Osborne",5.99,567,"Juvenile Fiction","Jan",1998,0,0
"Written in the Stars","Alexandria Bellefleur",15.99,568,"Fiction","Nov",2020,0.298400172358506,0.535846773789482
"How Much of These Hills Is Gold","C Pam Zhang",26,569,"Fiction","Apr",2020,0.152395330859617,0.410458359101216
"Just Ask!","Sonia Sotomayor",17.99,570,"Juvenile Fiction","Sep",2019,0.407638888888889,0.608333333333333
"Akata Witch","Nnedi Okorafor",10.99,571,"Young Adult Fiction","Jul",2017,0.301349838144624,0.548049102561135
"The Bad Guys in Dawn of the Underlord (The Bad Guys #11)","Aaron Blabey",6.99,572,"Juvenile Fiction","Jul",2020,-0.172222222222222,0.483333333333333
"Magpie Murders","Anthony Horowitz",16.99,576,"Fiction","Mar",2018,0.304019742883379,0.546749311294766
"Matty Matheson","Matty Matheson",35,577,"Cooking","Sep",2020,0,0
"To Kill a Mockingbird","Harper Lee",15.99,582,"Fiction","Jul",2005,0.214072758838384,0.43418143488456
"The Grammarians","Cathleen Schine",17,585,"Fiction","Nov",2020,0.384482409125266,0.666276712705284
"His Only Wife","Peace Adzo Medie",25.95,590,"Fiction","Sep",2020,0.1793956572528,0.498180787466502
"Rage","Bob Woodward",30,591,"Political Science","Sep",2020,0.117795316890712,0.391085075377839
"Wild Symphony","Dan Brown",18.99,592,"Juvenile Fiction","Sep",2020,0.2,0.271604938271605
"Alright, Alright, Alright","Melissa Maerz",26.99,593,"Performing Arts","Nov",2020,0.282535173160173,0.561116747835498
"The Lager Queen of Minnesota","J Ryan Stradal",17,594,"Fiction","Jun",2020,0.346565869817101,0.570077810120914
"Little Blue Truck Leads the Way board book","Alice Schertle",8.99,595,"Juvenile Fiction","Jul",2015,0.172222222222222,0.488888888888889
"Minor Feelings","Cathy Park Hong",27,596,"Social Science","Feb",2020,0.0430233613188159,0.231633055847071
"Hyperbole and a Half","Allie Brosh",21,598,"Humor","Oct",2013,0.129897632236342,0.427384404723114
"A Tale of Magic...","Chris Colfer",9.99,599,"Juvenile Fiction","Aug",2020,0.191846846846847,0.36481981981982
"The Undefeated","Kwame Alexander",17.99,600,"Juvenile Nonfiction","Apr",2019,0.153225436179982,0.36811557129739
"Let's Talk About Race","Julius Lester",7.99,601,"Juvenile Nonfiction","Dec",2008,0.101041666666667,0.35875
"Going to Bed Book","Sandra Boynton",5.99,603,"Juvenile Fiction","Mar",1995,0,0
"The Princess in Black and the Hungry Bunny Horde","Shannon Hale",6.99,605,"Juvenile Fiction","Dec",2016,0.203333333333333,0.549259259259259
"Her Body and Other Parties","Carmen Maria Machado",16,606,"Fiction","Oct",2017,0.178545028238342,0.530134335840731
"We Want to Do More Than Survive","Bettina Love",16,610,"Education","Feb",2020,0.244722465805799,0.450308691308691
"Hello Hello","Brendan Wenzel",9.99,611,"Juvenile Fiction","Aug",2020,0,0
"The Book with No Pictures","B J Novak",17.99,614,"Juvenile Fiction","Sep",2014,0.255507154882155,0.529463150018706
"Earth Keeper","N Scott Momaday",17.99,615,"Poetry","Nov",2020,0.162534722222222,0.413055555555556
"God-Level Knowledge Darts","Mero Desus",26,616,"Self-Help","Sep",2020,0.211877705627706,0.444048701298701
"Furious Hours","Casey Cep",16.95,617,"History","Sep",2020,0.304073205600983,0.575429693763027
"Should I Share My Ice Cream? (An Elephant and Piggie Book)","Mo Willems",9.99,618,"Juvenile Fiction","Jun",2011,0.105419367383977,0.270538168080299
"The Story of a New Name","Elena Ferrante",18,620,"Fiction","Sep",2013,0.162650841461082,0.477192786296702
"Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney",14.99,622,"Juvenile Fiction","Nov",2019,0,0
"An Indigenous Peoples' History of the United States for Young People","Roxanne Dunbar-Ortiz",18.95,626,"Young Adult Nonfiction","Jul",2019,0.0172383357383357,0.30823544973545
"The Meaning of Mariah Carey","Mariah Carey",29.99,627,"Music","Sep",2020,0.166700706700707,0.443478003478003
"Sofia Valdez and the Vanishing Vote","Andrea Beaty",12.99,629,"Juvenile Fiction","Oct",2020,0.216540404040404,0.367326038159371
"Rebecca","Daphne Du Maurier",16.99,630,"Fiction","Sep",2006,0.0681818181818182,0.227272727272727
"The Magic Fish","Trung Le Nguyen",16.99,632,"Juvenile Fiction","Oct",2020,0.232335858585859,0.384234607984608
